Record Length,1.024000e+03,,          0.00000, -11.78970,
Sample Interval,2.466067e+00,,          2.46607, -16.18970,
Trigger Point,-0.000000000000e+00,,          4.93213, -26.98970,
,,,          7.39820, -26.98970,
,,,          9.86427, -26.98970,
,,,         12.33033, -26.98970,
Source,FFT,,         14.79640, -26.98970,
Vertical Units,dB,,         17.26247, -26.98970,
Vertical Scale,1.000000e+01,,         19.72854, -26.98970,
Vertical Offset,0.000000e+00,,         22.19460, -26.98970,
Horizontal Units,Hz,,         24.66067, -26.98970,
Horizontal Scale,2.525253e+02,,         27.12674, -25.78970,
Pt Fmt,Y,,         29.59280, -26.98970,
Yzero,1.301030e+01,,         32.05887, -26.98970,
Probe Atten,1.000000e+00,,         34.52494, -23.78970,
Model Number,TBS1102B,,         36.99100, -25.78970,
Serial Number,C015716,,         39.45707, -26.98970,
Firmware Version,FV:v4.06,,         41.92314, -20.98970,
,,,44.38921, -20.98970,
,,,46.85528, -12.98970,
,,,49.32135,  -8.58970,
,,,51.78742,  -0.98970,
,,,54.25349,   9.41030,
,,,56.71956,  29.41030,
,,,59.18563,  40.21030,
,,,61.65170,  38.21030,
,,,64.11777,  19.81030,
,,,66.58384,   5.41030,
,,,69.04991,  -4.18970,
,,,71.51598,  -9.38970,
,,,73.98205, -15.78970,
,,,76.44812, -18.98970,
,,,78.91419, -22.98970,
,,,81.38026, -26.98970,
,,,83.84633, -22.98970,
,,,86.31240, -26.98970,
,,,88.77847, -23.78970,
,,,91.24454, -26.98970,
,,,93.71061, -26.98970,
,,,96.17668, -26.98970,
,,,98.64275, -26.98970,
,,,101.10882, -26.98970,
,,,103.57489, -26.98970,
,,,106.04096, -26.98970,
,,,108.50703, -26.98970,
,,,110.97310, -26.98970,
,,,113.43917, -26.98970,
,,,115.90524, -26.98970,
,,,118.37131, -26.98970,
,,,120.83738, -26.98970,
,,,123.30345, -26.98970,
,,,125.76952, -26.98970,
,,,128.23559, -26.98970,
,,,130.70166, -26.98970,
,,,133.16773, -26.98970,
,,,135.63380, -26.98970,
,,,138.09987, -26.98970,
,,,140.56594, -25.78970,
,,,143.03201, -26.98970,
,,,145.49808, -26.98970,
,,,147.96415, -26.98970,
,,,150.43022, -26.98970,
,,,152.89629, -26.98970,
,,,155.36236, -25.78970,
,,,157.82843, -25.78970,
,,,160.29450, -23.78970,
,,,162.76057, -25.78970,
,,,165.22664, -26.98970,
,,,167.69271, -26.98970,
,,,170.15878, -26.98970,
,,,172.62485, -26.98970,
